location_id,country,state,city,postal_code,region,source_system
300403,USA,Washington,Seattle,62456,West,LOCATION_SYSTEM
300404,USA,New York,New York,17380,Northeast,LOCATION_SYSTEM
300405,USA,Ohio,Dayton,47512,Midwest,LOCATION_SYSTEM
300406,USA,New York,New York,56372,Northeast,LOCATION_SYSTEM
300407,USA,Massachusetts,Boston,70235,Northeast,LOCATION_SYSTEM
300408,USA,Ohio,Dayton,22995,Midwest,LOCATION_SYSTEM
300409,USA,Texas,Austin,78002,South,LOCATION_SYSTEM
300410,USA,Ohio,Dayton,83635,Midwest,LOCATION_SYSTEM
300411,USA,New York,New York,14262,Northeast,LOCATION_SYSTEM
300412,USA,Texas,Dallas,45949,South,LOCATION_SYSTEM
300413,USA,Ohio,Columbus,25781,Midwest,LOCATION_SYSTEM
300414,USA,Illinois,Chicago,35710,Midwest,LOCATION_SYSTEM
300415,USA,Massachusetts,Boston,64894,Northeast,LOCATION_SYSTEM
300416,USA,Ohio,Columbus,14612,Midwest,LOCATION_SYSTEM
300417,USA,Ohio,Columbus,11165,Midwest,LOCATION_SYSTEM
300418,USA,Massachusetts,Boston,36221,Northeast,LOCATION_SYSTEM
300419,USA,Ohio,Dayton,23541,Midwest,LOCATION_SYSTEM
300420,USA,California,San Francisco,35416,West,LOCATION_SYSTEM
300421,USA,California,San Francisco,98395,West,LOCATION_SYSTEM
300422,USA,Texas,Austin,68843,South,LOCATION_SYSTEM
300423,USA,Massachusetts,Boston,12871,Northeast,LOCATION_SYSTEM
300424,USA,Ohio,Dayton,52838,Midwest,LOCATION_SYSTEM
300425,USA,Illinois,Chicago,14908,Midwest,LOCATION_SYSTEM
300426,USA,Massachusetts,Boston,79832,Northeast,LOCATION_SYSTEM
300427,USA,Illinois,Chicago,35259,Midwest,LOCATION_SYSTEM
300428,USA,Massachusetts,Boston,96501,Northeast,LOCATION_SYSTEM
300429,USA,Washington,Seattle,21214,West,LOCATION_SYSTEM
300430,USA,Georgia,Atlanta,60407,South,LOCATION_SYSTEM
300431,USA,Texas,Austin,81364,South,LOCATION_SYSTEM
300432,USA,Washington,Seattle,23883,West,LOCATION_SYSTEM
300433,USA,Georgia,Atlanta,44283,South,LOCATION_SYSTEM
300434,USA,Washington,Seattle,67482,West,LOCATION_SYSTEM
300435,USA,Washington,Seattle,60994,West,LOCATION_SYSTEM
300436,USA,Georgia,Atlanta,13798,South,LOCATION_SYSTEM
300437,USA,California,San Francisco,74956,West,LOCATION_SYSTEM
300438,USA,Georgia,Atlanta,31801,South,LOCATION_SYSTEM
300439,USA,Texas,Dallas,32021,South,LOCATION_SYSTEM
300440,USA,Ohio,Columbus,81087,Midwest,LOCATION_SYSTEM
300441,USA,Texas,Dallas,84883,South,LOCATION_SYSTEM
300442,USA,California,San Francisco,73028,West,LOCATION_SYSTEM
300443,USA,Illinois,Chicago,80656,Midwest,LOCATION_SYSTEM
300444,USA,California,San Francisco,35742,West,LOCATION_SYSTEM
300445,USA,Massachusetts,Boston,89439,Northeast,LOCATION_SYSTEM
300446,USA,Texas,Dallas,34855,South,LOCATION_SYSTEM
300447,USA,California,San Francisco,59173,West,LOCATION_SYSTEM
300448,USA,Texas,Austin,45040,South,LOCATION_SYSTEM
300449,USA,Ohio,Columbus,89727,Midwest,LOCATION_SYSTEM
300450,USA,California,San Francisco,20843,West,LOCATION_SYSTEM
300451,USA,New York,New York,82739,Northeast,LOCATION_SYSTEM
300452,USA,Illinois,Chicago,40769,Midwest,LOCATION_SYSTEM
300453,USA,Ohio,Columbus,81290,Midwest,LOCATION_SYSTEM
300454,USA,Georgia,Atlanta,33534,South,LOCATION_SYSTEM
300455,USA,New York,New York,77939,Northeast,LOCATION_SYSTEM
300456,USA,Illinois,Chicago,91100,Midwest,LOCATION_SYSTEM
300457,USA,Massachusetts,Boston,94580,Northeast,LOCATION_SYSTEM
300458,USA,California,San Francisco,64052,West,LOCATION_SYSTEM
300459,USA,Massachusetts,Boston,71454,Northeast,LOCATION_SYSTEM
300460,USA,Georgia,Atlanta,60377,South,LOCATION_SYSTEM
300461,USA,New York,New York,36519,Northeast,LOCATION_SYSTEM
300462,USA,New York,New York,88193,Northeast,LOCATION_SYSTEM
300463,USA,Georgia,Atlanta,57510,South,LOCATION_SYSTEM
300464,USA,Illinois,Chicago,80050,Midwest,LOCATION_SYSTEM
300465,USA,Massachusetts,Boston,14271,Northeast,LOCATION_SYSTEM
300466,USA,Massachusetts,Boston,52252,Northeast,LOCATION_SYSTEM
300467,USA,Georgia,Atlanta,96335,South,LOCATION_SYSTEM
300468,USA,Illinois,Chicago,67208,Midwest,LOCATION_SYSTEM
300469,USA,California,San Francisco,28749,West,LOCATION_SYSTEM
300470,USA,Ohio,Columbus,59923,Midwest,LOCATION_SYSTEM
300471,USA,Texas,Dallas,93882,South,LOCATION_SYSTEM
300472,USA,Washington,Seattle,78905,West,LOCATION_SYSTEM
300473,USA,New York,New York,82415,Northeast,LOCATION_SYSTEM
300474,USA,Illinois,Chicago,45251,Midwest,LOCATION_SYSTEM
300475,USA,Massachusetts,Boston,13120,Northeast,LOCATION_SYSTEM
300476,USA,Ohio,Columbus,16741,Midwest,LOCATION_SYSTEM
300477,USA,California,San Francisco,25246,West,LOCATION_SYSTEM
300478,USA,Ohio,Columbus,76278,Midwest,LOCATION_SYSTEM
300479,USA,Washington,Seattle,28182,West,LOCATION_SYSTEM
300480,USA,Illinois,Chicago,49899,Midwest,LOCATION_SYSTEM
300481,USA,Ohio,Columbus,10629,Midwest,LOCATION_SYSTEM
300482,USA,Texas,Austin,29191,South,LOCATION_SYSTEM
300483,USA,Ohio,Dayton,57935,Midwest,LOCATION_SYSTEM
300484,USA,Massachusetts,Boston,41366,Northeast,LOCATION_SYSTEM
300485,USA,California,San Francisco,85777,West,LOCATION_SYSTEM
300486,USA,California,San Francisco,93347,West,LOCATION_SYSTEM
300487,USA,New York,New York,82460,Northeast,LOCATION_SYSTEM
300488,USA,Massachusetts,Boston,12810,Northeast,LOCATION_SYSTEM
300489,USA,Massachusetts,Boston,39276,Northeast,LOCATION_SYSTEM
300490,USA,California,San Francisco,27572,West,LOCATION_SYSTEM
300491,USA,Illinois,Chicago,32682,Midwest,LOCATION_SYSTEM
300492,USA,New York,New York,42020,Northeast,LOCATION_SYSTEM
300493,USA,Massachusetts,Boston,33621,Northeast,LOCATION_SYSTEM
300494,USA,New York,New York,61963,Northeast,LOCATION_SYSTEM
300495,USA,Ohio,Dayton,67188,Midwest,LOCATION_SYSTEM
300496,USA,New York,New York,14721,Northeast,LOCATION_SYSTEM
300497,USA,Illinois,Chicago,29036,Midwest,LOCATION_SYSTEM
300498,USA,California,San Francisco,10584,West,LOCATION_SYSTEM
300499,USA,Georgia,Atlanta,20553,South,LOCATION_SYSTEM
