product_id,product_name,category,subcategory,brand,supplier,unit_cost,selling_price,source_system
200508,Lenovo Laptops Model 509,Electronics,Laptops,Lenovo,Lenovo Supplier,647.23,716.61,PRODUCT_SYSTEM
200509,Sony Fitness Model 510,Sports,Fitness,Sony,Sony Supplier,1182.72,1423.87,PRODUCT_SYSTEM
200510,Adidas Furniture Model 511,Home,Furniture,Adidas,Adidas Supplier,1146.12,1551.21,PRODUCT_SYSTEM
200511,Apple Supplies Model 512,Office,Supplies,Apple,Apple Supplier,529.38,799.74,PRODUCT_SYSTEM
200512,Apple Accessories Model 513,Electronics,Accessories,Apple,Apple Supplier,50.34,80.31,PRODUCT_SYSTEM
200513,Samsung Women Model 514,Clothing,Women,Samsung,Samsung Supplier,791.4,1314.42,PRODUCT_SYSTEM
200514,Sony Kitchen Model 515,Home,Kitchen,Sony,Sony Supplier,819.28,1313.28,PRODUCT_SYSTEM
200515,Logitech Monitors Model 516,Electronics,Monitors,Logitech,Logitech Supplier,52.22,71.46,PRODUCT_SYSTEM
200516,Apple Monitors Model 517,Electronics,Monitors,Apple,Apple Supplier,616.57,815.37,PRODUCT_SYSTEM
200517,Apple Men Model 518,Clothing,Men,Apple,Apple Supplier,338.88,510.06,PRODUCT_SYSTEM
200518,Sony Fitness Model 519,Sports,Fitness,Sony,Sony Supplier,7.17,11.67,PRODUCT_SYSTEM
200519,Sony Fitness Model 520,Sports,Fitness,Sony,Sony Supplier,1172.49,1597.21,PRODUCT_SYSTEM
200520,Dell Monitors Model 521,Electronics,Monitors,Dell,Dell Supplier,613.57,752.95,PRODUCT_SYSTEM
200521,Dell Kitchen Model 522,Home,Kitchen,Dell,Dell Supplier,273.1,436.54,PRODUCT_SYSTEM
200522,Generic Accessories Model 523,Electronics,Accessories,Generic,Generic Supplier,450.38,519.98,PRODUCT_SYSTEM
200523,Logitech Accessories Model 524,Electronics,Accessories,Logitech,Logitech Supplier,218.78,375.13,PRODUCT_SYSTEM
200524,Dell Accessories Model 525,Electronics,Accessories,Dell,Dell Supplier,264.66,398.14,PRODUCT_SYSTEM
200525,Adidas Accessories Model 526,Electronics,Accessories,Adidas,Adidas Supplier,381.06,655.8,PRODUCT_SYSTEM
200526,Dell Women Model 527,Clothing,Women,Dell,Dell Supplier,343.33,422.51,PRODUCT_SYSTEM
200527,HP Furniture Model 528,Home,Furniture,HP,HP Supplier,48.29,57.77,PRODUCT_SYSTEM
200528,Generic Kitchen Model 529,Home,Kitchen,Generic,Generic Supplier,106.36,180.14,PRODUCT_SYSTEM
200529,Dell Laptops Model 530,Electronics,Laptops,Dell,Dell Supplier,721.66,1221.76,PRODUCT_SYSTEM
200530,Logitech Supplies Model 531,Office,Supplies,Logitech,Logitech Supplier,820.65,1456.44,PRODUCT_SYSTEM
200531,HP Laptops Model 532,Electronics,Laptops,HP,HP Supplier,734.77,1066.65,PRODUCT_SYSTEM
200532,Samsung Kitchen Model 533,Home,Kitchen,Samsung,Samsung Supplier,976.62,1659.46,PRODUCT_SYSTEM
200533,Dell Women Model 534,Clothing,Women,Dell,Dell Supplier,959.11,1680.89,PRODUCT_SYSTEM
200534,HP Furniture Model 535,Home,Furniture,HP,HP Supplier,1009.59,1613.51,PRODUCT_SYSTEM
200535,Sony Personal Care Model 536,Beauty,Personal Care,Sony,Sony Supplier,826.78,980.16,PRODUCT_SYSTEM
200536,Nike Personal Care Model 537,Beauty,Personal Care,Nike,Nike Supplier,1132.95,1871.31,PRODUCT_SYSTEM
200537,Nike Monitors Model 538,Electronics,Monitors,Nike,Nike Supplier,490.85,547.34,PRODUCT_SYSTEM
200538,Generic Monitors Model 539,Electronics,Monitors,Generic,Generic Supplier,978.96,1588.96,PRODUCT_SYSTEM
200539,Dell Monitors Model 540,Electronics,Monitors,Dell,Dell Supplier,420.61,698.76,PRODUCT_SYSTEM
200540,Dell Furniture Model 541,Home,Furniture,Dell,Dell Supplier,977.57,1548.08,PRODUCT_SYSTEM
200541,Dell Laptops Model 542,Electronics,Laptops,Dell,Dell Supplier,802.87,944.8,PRODUCT_SYSTEM
200542,Sony Laptops Model 543,Electronics,Laptops,Sony,Sony Supplier,810.75,1403.75,PRODUCT_SYSTEM
200543,Adidas Women Model 544,Clothing,Women,Adidas,Adidas Supplier,168.93,189.06,PRODUCT_SYSTEM
200544,HP Kitchen Model 545,Home,Kitchen,HP,HP Supplier,459.62,552.44,PRODUCT_SYSTEM
200545,Apple Laptops Model 546,Electronics,Laptops,Apple,Apple Supplier,741.31,913.21,PRODUCT_SYSTEM
200546,Nike Accessories Model 547,Electronics,Accessories,Nike,Nike Supplier,232.61,380.71,PRODUCT_SYSTEM
200547,Generic Accessories Model 548,Electronics,Accessories,Generic,Generic Supplier,1168.04,1783.52,PRODUCT_SYSTEM
200548,HP Accessories Model 549,Electronics,Accessories,HP,HP Supplier,1183.48,1906.25,PRODUCT_SYSTEM
200549,Apple Accessories Model 550,Electronics,Accessories,Apple,Apple Supplier,893.22,1381.24,PRODUCT_SYSTEM
200550,HP Fitness Model 551,Sports,Fitness,HP,HP Supplier,497.36,801.41,PRODUCT_SYSTEM
200551,Dell Personal Care Model 552,Beauty,Personal Care,Dell,Dell Supplier,1057.02,1477.66,PRODUCT_SYSTEM
200552,Samsung Monitors Model 553,Electronics,Monitors,Samsung,Samsung Supplier,559.38,931.57,PRODUCT_SYSTEM
200553,Sony Personal Care Model 554,Beauty,Personal Care,Sony,Sony Supplier,965.66,1538.85,PRODUCT_SYSTEM
200554,Logitech Monitors Model 555,Electronics,Monitors,Logitech,Logitech Supplier,30.97,55.25,PRODUCT_SYSTEM
200555,Samsung Men Model 556,Clothing,Men,Samsung,Samsung Supplier,388.8,482.69,PRODUCT_SYSTEM
200556,Sony Accessories Model 557,Electronics,Accessories,Sony,Sony Supplier,927.91,1399.58,PRODUCT_SYSTEM
200557,Nike Laptops Model 558,Electronics,Laptops,Nike,Nike Supplier,802.84,892.31,PRODUCT_SYSTEM
200558,Lenovo Women Model 559,Clothing,Women,Lenovo,Lenovo Supplier,1040.62,1515.87,PRODUCT_SYSTEM
200559,Lenovo Women Model 560,Clothing,Women,Lenovo,Lenovo Supplier,993.81,1492.76,PRODUCT_SYSTEM
200560,Samsung Laptops Model 561,Electronics,Laptops,Samsung,Samsung Supplier,983.98,1179.48,PRODUCT_SYSTEM
200561,Sony Supplies Model 562,Office,Supplies,Sony,Sony Supplier,58.9,65.37,PRODUCT_SYSTEM
200562,Dell Fitness Model 563,Sports,Fitness,Dell,Dell Supplier,517.14,710.1,PRODUCT_SYSTEM
200563,Sony Women Model 564,Clothing,Women,Sony,Sony Supplier,387.03,442.19,PRODUCT_SYSTEM
200564,Lenovo Supplies Model 565,Office,Supplies,Lenovo,Lenovo Supplier,899.42,1071.21,PRODUCT_SYSTEM
200565,Adidas Supplies Model 566,Office,Supplies,Adidas,Adidas Supplier,317.97,375.37,PRODUCT_SYSTEM
200566,Lenovo Laptops Model 567,Electronics,Laptops,Lenovo,Lenovo Supplier,20.71,27.6,PRODUCT_SYSTEM
200567,Adidas Personal Care Model 568,Beauty,Personal Care,Adidas,Adidas Supplier,227.07,319.54,PRODUCT_SYSTEM
200568,Sony Monitors Model 569,Electronics,Monitors,Sony,Sony Supplier,1080.88,1927.4,PRODUCT_SYSTEM
200569,Lenovo Supplies Model 570,Office,Supplies,Lenovo,Lenovo Supplier,364.83,599.45,PRODUCT_SYSTEM
200570,Nike Monitors Model 571,Electronics,Monitors,Nike,Nike Supplier,178.97,212.38,PRODUCT_SYSTEM
200571,Generic Fitness Model 572,Sports,Fitness,Generic,Generic Supplier,618.31,815.88,PRODUCT_SYSTEM
200572,Logitech Furniture Model 573,Home,Furniture,Logitech,Logitech Supplier,328.39,590.72,PRODUCT_SYSTEM
200573,Logitech Furniture Model 574,Home,Furniture,Logitech,Logitech Supplier,655.6,1096.63,PRODUCT_SYSTEM
200574,Generic Laptops Model 575,Electronics,Laptops,Generic,Generic Supplier,766.04,1066.52,PRODUCT_SYSTEM
200575,Adidas Men Model 576,Clothing,Men,Adidas,Adidas Supplier,614.31,760.55,PRODUCT_SYSTEM
200576,Apple Monitors Model 577,Electronics,Monitors,Apple,Apple Supplier,1177.62,1440.71,PRODUCT_SYSTEM
200577,Adidas Laptops Model 578,Electronics,Laptops,Adidas,Adidas Supplier,412.31,497.63,PRODUCT_SYSTEM
200578,Lenovo Supplies Model 579,Office,Supplies,Lenovo,Lenovo Supplier,314.23,480.79,PRODUCT_SYSTEM
200579,Logitech Laptops Model 580,Electronics,Laptops,Logitech,Logitech Supplier,313.57,356.3,PRODUCT_SYSTEM
200580,HP Women Model 581,Clothing,Women,HP,HP Supplier,527.35,851.12,PRODUCT_SYSTEM
200581,Dell Supplies Model 582,Office,Supplies,Dell,Dell Supplier,702.8,1004.7,PRODUCT_SYSTEM
200582,Logitech Kitchen Model 583,Home,Kitchen,Logitech,Logitech Supplier,932.63,1528.93,PRODUCT_SYSTEM
200583,Sony Laptops Model 584,Electronics,Laptops,Sony,Sony Supplier,1186.2,1551.15,PRODUCT_SYSTEM
200584,Generic Kitchen Model 585,Home,Kitchen,Generic,Generic Supplier,879.74,1456.99,PRODUCT_SYSTEM
200585,Generic Laptops Model 586,Electronics,Laptops,Generic,Generic Supplier,449.58,595.3,PRODUCT_SYSTEM
200586,Generic Kitchen Model 587,Home,Kitchen,Generic,Generic Supplier,108.8,177.14,PRODUCT_SYSTEM
200587,Dell Furniture Model 588,Home,Furniture,Dell,Dell Supplier,1002.48,1668.47,PRODUCT_SYSTEM
200588,Sony Personal Care Model 589,Beauty,Personal Care,Sony,Sony Supplier,1115.25,1682.43,PRODUCT_SYSTEM
200589,Samsung Kitchen Model 590,Home,Kitchen,Samsung,Samsung Supplier,224.57,327.77,PRODUCT_SYSTEM
200590,Generic Accessories Model 591,Electronics,Accessories,Generic,Generic Supplier,764.57,1020.35,PRODUCT_SYSTEM
200591,Nike Women Model 592,Clothing,Women,Nike,Nike Supplier,1187.8,1552.62,PRODUCT_SYSTEM
200592,Generic Men Model 593,Clothing,Men,Generic,Generic Supplier,991.8,1375.86,PRODUCT_SYSTEM
200593,Apple Furniture Model 594,Home,Furniture,Apple,Apple Supplier,1023.33,1566.3,PRODUCT_SYSTEM
200594,HP Supplies Model 595,Office,Supplies,HP,HP Supplier,32.77,58.2,PRODUCT_SYSTEM
200595,Nike Kitchen Model 596,Home,Kitchen,Nike,Nike Supplier,640.09,1006.08,PRODUCT_SYSTEM
200596,Dell Kitchen Model 597,Home,Kitchen,Dell,Dell Supplier,1058.5,1310.49,PRODUCT_SYSTEM
200597,Samsung Women Model 598,Clothing,Women,Samsung,Samsung Supplier,609.96,1062.97,PRODUCT_SYSTEM
200598,HP Laptops Model 599,Electronics,Laptops,HP,HP Supplier,865.2,1293.12,PRODUCT_SYSTEM
200599,HP Accessories Model 600,Electronics,Accessories,HP,HP Supplier,127.24,149.29,PRODUCT_SYSTEM
200600,Generic Women Model 601,Clothing,Women,Generic,Generic Supplier,874.77,1135.14,PRODUCT_SYSTEM
200601,Logitech Accessories Model 602,Electronics,Accessories,Logitech,Logitech Supplier,1180.12,2092.52,PRODUCT_SYSTEM
200602,Lenovo Fitness Model 603,Sports,Fitness,Lenovo,Lenovo Supplier,446.18,771.24,PRODUCT_SYSTEM
200603,Lenovo Supplies Model 604,Office,Supplies,Lenovo,Lenovo Supplier,271.2,417.71,PRODUCT_SYSTEM
200604,Apple Furniture Model 605,Home,Furniture,Apple,Apple Supplier,62.79,98.96,PRODUCT_SYSTEM
200605,Logitech Furniture Model 606,Home,Furniture,Logitech,Logitech Supplier,387.1,656.92,PRODUCT_SYSTEM
200606,Dell Laptops Model 607,Electronics,Laptops,Dell,Dell Supplier,421.35,705.93,PRODUCT_SYSTEM
200607,Nike Laptops Model 608,Electronics,Laptops,Nike,Nike Supplier,801.23,1234.45,PRODUCT_SYSTEM
200608,Lenovo Supplies Model 609,Office,Supplies,Lenovo,Lenovo Supplier,682.5,1156.52,PRODUCT_SYSTEM
200609,Lenovo Kitchen Model 610,Home,Kitchen,Lenovo,Lenovo Supplier,1170.98,2033.29,PRODUCT_SYSTEM
200610,HP Furniture Model 611,Home,Furniture,HP,HP Supplier,744.74,1329.69,PRODUCT_SYSTEM
200611,Logitech Women Model 612,Clothing,Women,Logitech,Logitech Supplier,867.67,1461.0,PRODUCT_SYSTEM
200612,Samsung Fitness Model 613,Sports,Fitness,Samsung,Samsung Supplier,445.41,637.91,PRODUCT_SYSTEM
200613,Sony Men Model 614,Clothing,Men,Sony,Sony Supplier,841.63,1312.7,PRODUCT_SYSTEM
200614,Lenovo Monitors Model 615,Electronics,Monitors,Lenovo,Lenovo Supplier,1104.8,1496.75,PRODUCT_SYSTEM
200615,HP Fitness Model 616,Sports,Fitness,HP,HP Supplier,1082.87,1495.87,PRODUCT_SYSTEM
200616,Lenovo Laptops Model 617,Electronics,Laptops,Lenovo,Lenovo Supplier,259.09,354.43,PRODUCT_SYSTEM
200617,Adidas Supplies Model 618,Office,Supplies,Adidas,Adidas Supplier,473.48,669.18,PRODUCT_SYSTEM
200618,Apple Monitors Model 619,Electronics,Monitors,Apple,Apple Supplier,509.8,854.69,PRODUCT_SYSTEM
200619,Generic Men Model 620,Clothing,Men,Generic,Generic Supplier,471.22,592.72,PRODUCT_SYSTEM
200620,Sony Accessories Model 621,Electronics,Accessories,Sony,Sony Supplier,1070.4,1658.92,PRODUCT_SYSTEM
200621,Logitech Accessories Model 622,Electronics,Accessories,Logitech,Logitech Supplier,376.88,467.56,PRODUCT_SYSTEM
200622,Samsung Personal Care Model 623,Beauty,Personal Care,Samsung,Samsung Supplier,606.38,800.96,PRODUCT_SYSTEM
200623,Lenovo Supplies Model 624,Office,Supplies,Lenovo,Lenovo Supplier,226.83,333.16,PRODUCT_SYSTEM
200624,Generic Men Model 625,Clothing,Men,Generic,Generic Supplier,925.14,1305.17,PRODUCT_SYSTEM
200625,Dell Kitchen Model 626,Home,Kitchen,Dell,Dell Supplier,602.2,753.39,PRODUCT_SYSTEM
200626,Lenovo Furniture Model 627,Home,Furniture,Lenovo,Lenovo Supplier,888.63,1012.2,PRODUCT_SYSTEM
200627,Nike Laptops Model 628,Electronics,Laptops,Nike,Nike Supplier,1138.73,2004.36,PRODUCT_SYSTEM
200628,Lenovo Men Model 629,Clothing,Men,Lenovo,Lenovo Supplier,928.14,1050.27,PRODUCT_SYSTEM
200629,Sony Furniture Model 630,Home,Furniture,Sony,Sony Supplier,897.08,1197.02,PRODUCT_SYSTEM
200630,HP Furniture Model 631,Home,Furniture,HP,HP Supplier,1117.41,1885.88,PRODUCT_SYSTEM
200631,Lenovo Monitors Model 632,Electronics,Monitors,Lenovo,Lenovo Supplier,808.6,1346.42,PRODUCT_SYSTEM
200632,Sony Supplies Model 633,Office,Supplies,Sony,Sony Supplier,735.1,1264.79,PRODUCT_SYSTEM
200633,Lenovo Laptops Model 634,Electronics,Laptops,Lenovo,Lenovo Supplier,135.37,229.08,PRODUCT_SYSTEM
200634,Sony Fitness Model 635,Sports,Fitness,Sony,Sony Supplier,667.3,1132.53,PRODUCT_SYSTEM
200635,Apple Fitness Model 636,Sports,Fitness,Apple,Apple Supplier,1158.82,1816.97,PRODUCT_SYSTEM
200636,Nike Supplies Model 637,Office,Supplies,Nike,Nike Supplier,1082.51,1422.54,PRODUCT_SYSTEM
200637,Logitech Laptops Model 638,Electronics,Laptops,Logitech,Logitech Supplier,1023.08,1753.08,PRODUCT_SYSTEM
200638,Samsung Furniture Model 639,Home,Furniture,Samsung,Samsung Supplier,1058.28,1260.62,PRODUCT_SYSTEM
200639,Lenovo Fitness Model 640,Sports,Fitness,Lenovo,Lenovo Supplier,218.41,316.59,PRODUCT_SYSTEM
200640,Samsung Personal Care Model 641,Beauty,Personal Care,Samsung,Samsung Supplier,109.19,137.21,PRODUCT_SYSTEM
200641,HP Fitness Model 642,Sports,Fitness,HP,HP Supplier,1175.96,1638.28,PRODUCT_SYSTEM
200642,Generic Furniture Model 643,Home,Furniture,Generic,Generic Supplier,71.77,124.81,PRODUCT_SYSTEM
200643,Nike Laptops Model 644,Electronics,Laptops,Nike,Nike Supplier,1084.33,1570.65,PRODUCT_SYSTEM
200644,Samsung Men Model 645,Clothing,Men,Samsung,Samsung Supplier,1112.85,1743.16,PRODUCT_SYSTEM
200645,HP Fitness Model 646,Sports,Fitness,HP,HP Supplier,856.43,1189.15,PRODUCT_SYSTEM
200646,Nike Kitchen Model 647,Home,Kitchen,Nike,Nike Supplier,839.48,1165.09,PRODUCT_SYSTEM
200647,Dell Men Model 648,Clothing,Men,Dell,Dell Supplier,502.93,563.09,PRODUCT_SYSTEM
200648,Samsung Accessories Model 649,Electronics,Accessories,Samsung,Samsung Supplier,476.97,840.74,PRODUCT_SYSTEM
200649,Logitech Accessories Model 650,Electronics,Accessories,Logitech,Logitech Supplier,310.2,539.89,PRODUCT_SYSTEM
200650,HP Kitchen Model 651,Home,Kitchen,HP,HP Supplier,873.77,1067.75,PRODUCT_SYSTEM
200651,Generic Kitchen Model 652,Home,Kitchen,Generic,Generic Supplier,1182.06,1677.09,PRODUCT_SYSTEM
200652,Adidas Kitchen Model 653,Home,Kitchen,Adidas,Adidas Supplier,862.76,1060.08,PRODUCT_SYSTEM
200653,Sony Monitors Model 654,Electronics,Monitors,Sony,Sony Supplier,960.86,1484.94,PRODUCT_SYSTEM
200654,Generic Laptops Model 655,Electronics,Laptops,Generic,Generic Supplier,716.56,1249.84,PRODUCT_SYSTEM
200655,Adidas Men Model 656,Clothing,Men,Adidas,Adidas Supplier,968.98,1719.58,PRODUCT_SYSTEM
200656,Logitech Furniture Model 657,Home,Furniture,Logitech,Logitech Supplier,625.65,1021.53,PRODUCT_SYSTEM
200657,Apple Men Model 658,Clothing,Men,Apple,Apple Supplier,269.2,341.16,PRODUCT_SYSTEM
200658,HP Monitors Model 659,Electronics,Monitors,HP,HP Supplier,475.53,662.13,PRODUCT_SYSTEM
200659,Apple Men Model 660,Clothing,Men,Apple,Apple Supplier,411.52,690.24,PRODUCT_SYSTEM
200660,Adidas Laptops Model 661,Electronics,Laptops,Adidas,Adidas Supplier,938.39,1089.15,PRODUCT_SYSTEM
200661,Logitech Women Model 662,Clothing,Women,Logitech,Logitech Supplier,653.99,895.86,PRODUCT_SYSTEM
200662,Generic Fitness Model 663,Sports,Fitness,Generic,Generic Supplier,486.1,596.9,PRODUCT_SYSTEM
200663,Adidas Personal Care Model 664,Beauty,Personal Care,Adidas,Adidas Supplier,1140.53,1545.24,PRODUCT_SYSTEM
200664,Dell Personal Care Model 665,Beauty,Personal Care,Dell,Dell Supplier,80.9,136.7,PRODUCT_SYSTEM
200665,Adidas Laptops Model 666,Electronics,Laptops,Adidas,Adidas Supplier,998.49,1509.53,PRODUCT_SYSTEM
200666,Adidas Supplies Model 667,Office,Supplies,Adidas,Adidas Supplier,464.97,692.21,PRODUCT_SYSTEM
200667,Sony Laptops Model 668,Electronics,Laptops,Sony,Sony Supplier,70.72,92.47,PRODUCT_SYSTEM
200668,Dell Kitchen Model 669,Home,Kitchen,Dell,Dell Supplier,1118.45,1288.53,PRODUCT_SYSTEM
200669,Dell Fitness Model 670,Sports,Fitness,Dell,Dell Supplier,245.45,270.61,PRODUCT_SYSTEM
200670,HP Furniture Model 671,Home,Furniture,HP,HP Supplier,344.49,463.21,PRODUCT_SYSTEM
200671,Lenovo Personal Care Model 672,Beauty,Personal Care,Lenovo,Lenovo Supplier,110.34,183.86,PRODUCT_SYSTEM
200672,Sony Laptops Model 673,Electronics,Laptops,Sony,Sony Supplier,943.16,1556.68,PRODUCT_SYSTEM
200673,Adidas Women Model 674,Clothing,Women,Adidas,Adidas Supplier,1101.89,1454.65,PRODUCT_SYSTEM
200674,Sony Men Model 675,Clothing,Men,Sony,Sony Supplier,1194.6,1882.64,PRODUCT_SYSTEM
200675,Nike Women Model 676,Clothing,Women,Nike,Nike Supplier,435.46,694.95,PRODUCT_SYSTEM
200676,Apple Kitchen Model 677,Home,Kitchen,Apple,Apple Supplier,207.27,338.73,PRODUCT_SYSTEM
200677,Adidas Furniture Model 678,Home,Furniture,Adidas,Adidas Supplier,554.46,930.81,PRODUCT_SYSTEM
200678,Generic Women Model 679,Clothing,Women,Generic,Generic Supplier,720.05,863.77,PRODUCT_SYSTEM
200679,Logitech Personal Care Model 680,Beauty,Personal Care,Logitech,Logitech Supplier,409.3,530.82,PRODUCT_SYSTEM
200680,Sony Kitchen Model 681,Home,Kitchen,Sony,Sony Supplier,407.3,709.39,PRODUCT_SYSTEM
200681,Apple Personal Care Model 682,Beauty,Personal Care,Apple,Apple Supplier,413.6,667.64,PRODUCT_SYSTEM
200682,Apple Furniture Model 683,Home,Furniture,Apple,Apple Supplier,1154.03,1747.22,PRODUCT_SYSTEM
200683,HP Personal Care Model 684,Beauty,Personal Care,HP,HP Supplier,163.01,187.86,PRODUCT_SYSTEM
200684,HP Kitchen Model 685,Home,Kitchen,HP,HP Supplier,952.93,1345.2,PRODUCT_SYSTEM
200685,Samsung Women Model 686,Clothing,Women,Samsung,Samsung Supplier,996.85,1353.16,PRODUCT_SYSTEM
200686,Lenovo Fitness Model 687,Sports,Fitness,Lenovo,Lenovo Supplier,277.84,347.3,PRODUCT_SYSTEM
200687,Dell Supplies Model 688,Office,Supplies,Dell,Dell Supplier,170.24,296.49,PRODUCT_SYSTEM
200688,Logitech Fitness Model 689,Sports,Fitness,Logitech,Logitech Supplier,997.75,1528.66,PRODUCT_SYSTEM
200689,Logitech Fitness Model 690,Sports,Fitness,Logitech,Logitech Supplier,1055.54,1880.34,PRODUCT_SYSTEM
200690,Logitech Furniture Model 691,Home,Furniture,Logitech,Logitech Supplier,906.25,1122.9,PRODUCT_SYSTEM
200691,HP Women Model 692,Clothing,Women,HP,HP Supplier,478.21,736.68,PRODUCT_SYSTEM
200692,Generic Fitness Model 693,Sports,Fitness,Generic,Generic Supplier,918.07,1224.15,PRODUCT_SYSTEM
200693,Apple Laptops Model 694,Electronics,Laptops,Apple,Apple Supplier,953.03,1267.98,PRODUCT_SYSTEM
200694,Logitech Laptops Model 695,Electronics,Laptops,Logitech,Logitech Supplier,328.21,388.48,PRODUCT_SYSTEM
200695,Samsung Fitness Model 696,Sports,Fitness,Samsung,Samsung Supplier,733.25,909.83,PRODUCT_SYSTEM
200696,Lenovo Supplies Model 697,Office,Supplies,Lenovo,Lenovo Supplier,225.1,382.02,PRODUCT_SYSTEM
200697,Logitech Kitchen Model 698,Home,Kitchen,Logitech,Logitech Supplier,290.96,515.3,PRODUCT_SYSTEM
200698,Samsung Monitors Model 699,Electronics,Monitors,Samsung,Samsung Supplier,24.82,44.41,PRODUCT_SYSTEM
200699,Sony Men Model 700,Clothing,Men,Sony,Sony Supplier,742.25,1242.59,PRODUCT_SYSTEM
200700,Adidas Furniture Model 701,Home,Furniture,Adidas,Adidas Supplier,512.65,700.24,PRODUCT_SYSTEM
200701,Adidas Accessories Model 702,Electronics,Accessories,Adidas,Adidas Supplier,735.55,1203.77,PRODUCT_SYSTEM
200702,Nike Women Model 703,Clothing,Women,Nike,Nike Supplier,44.71,79.95,PRODUCT_SYSTEM
200703,Lenovo Supplies Model 704,Office,Supplies,Lenovo,Lenovo Supplier,375.04,593.06,PRODUCT_SYSTEM
200704,Dell Furniture Model 705,Home,Furniture,Dell,Dell Supplier,812.41,922.15,PRODUCT_SYSTEM
200705,Generic Fitness Model 706,Sports,Fitness,Generic,Generic Supplier,843.65,1210.08,PRODUCT_SYSTEM
200706,Generic Laptops Model 707,Electronics,Laptops,Generic,Generic Supplier,465.83,691.48,PRODUCT_SYSTEM
200707,Nike Fitness Model 708,Sports,Fitness,Nike,Nike Supplier,370.69,466.88,PRODUCT_SYSTEM
200708,Generic Supplies Model 709,Office,Supplies,Generic,Generic Supplier,923.34,1195.2,PRODUCT_SYSTEM
200709,Dell Men Model 710,Clothing,Men,Dell,Dell Supplier,490.76,771.0,PRODUCT_SYSTEM
200710,Lenovo Supplies Model 711,Office,Supplies,Lenovo,Lenovo Supplier,251.99,345.86,PRODUCT_SYSTEM
200711,Dell Fitness Model 712,Sports,Fitness,Dell,Dell Supplier,25.66,40.73,PRODUCT_SYSTEM
200712,Logitech Monitors Model 713,Electronics,Monitors,Logitech,Logitech Supplier,823.8,1029.04,PRODUCT_SYSTEM
200713,Logitech Accessories Model 714,Electronics,Accessories,Logitech,Logitech Supplier,30.73,52.96,PRODUCT_SYSTEM
200714,Samsung Men Model 715,Clothing,Men,Samsung,Samsung Supplier,515.59,669.33,PRODUCT_SYSTEM
200715,Apple Furniture Model 716,Home,Furniture,Apple,Apple Supplier,653.27,906.58,PRODUCT_SYSTEM
200716,Logitech Laptops Model 717,Electronics,Laptops,Logitech,Logitech Supplier,414.46,516.04,PRODUCT_SYSTEM
200717,Samsung Kitchen Model 718,Home,Kitchen,Samsung,Samsung Supplier,57.43,69.03,PRODUCT_SYSTEM
200718,HP Personal Care Model 719,Beauty,Personal Care,HP,HP Supplier,877.8,1423.86,PRODUCT_SYSTEM
200719,Samsung Kitchen Model 720,Home,Kitchen,Samsung,Samsung Supplier,353.77,622.95,PRODUCT_SYSTEM
200720,Dell Supplies Model 721,Office,Supplies,Dell,Dell Supplier,756.04,1180.52,PRODUCT_SYSTEM
200721,Adidas Women Model 722,Clothing,Women,Adidas,Adidas Supplier,882.87,1332.52,PRODUCT_SYSTEM
200722,Dell Monitors Model 723,Electronics,Monitors,Dell,Dell Supplier,1053.11,1740.55,PRODUCT_SYSTEM
200723,Nike Fitness Model 724,Sports,Fitness,Nike,Nike Supplier,662.74,974.01,PRODUCT_SYSTEM
200724,Logitech Furniture Model 725,Home,Furniture,Logitech,Logitech Supplier,1167.47,1891.68,PRODUCT_SYSTEM
200725,Lenovo Kitchen Model 726,Home,Kitchen,Lenovo,Lenovo Supplier,457.34,799.35,PRODUCT_SYSTEM
200726,Lenovo Men Model 727,Clothing,Men,Lenovo,Lenovo Supplier,1118.94,1543.53,PRODUCT_SYSTEM
200727,Generic Accessories Model 728,Electronics,Accessories,Generic,Generic Supplier,253.25,454.55,PRODUCT_SYSTEM
200728,Logitech Men Model 729,Clothing,Men,Logitech,Logitech Supplier,568.86,721.34,PRODUCT_SYSTEM
200729,Nike Women Model 730,Clothing,Women,Nike,Nike Supplier,955.04,1244.84,PRODUCT_SYSTEM
200730,Sony Fitness Model 731,Sports,Fitness,Sony,Sony Supplier,282.49,441.98,PRODUCT_SYSTEM
200731,Adidas Laptops Model 732,Electronics,Laptops,Adidas,Adidas Supplier,624.27,759.71,PRODUCT_SYSTEM
200732,Apple Men Model 733,Clothing,Men,Apple,Apple Supplier,342.56,592.56,PRODUCT_SYSTEM
200733,HP Supplies Model 734,Office,Supplies,HP,HP Supplier,308.19,459.39,PRODUCT_SYSTEM
200734,Adidas Supplies Model 735,Office,Supplies,Adidas,Adidas Supplier,649.51,932.41,PRODUCT_SYSTEM
200735,Samsung Kitchen Model 736,Home,Kitchen,Samsung,Samsung Supplier,121.48,183.07,PRODUCT_SYSTEM
200736,Adidas Furniture Model 737,Home,Furniture,Adidas,Adidas Supplier,58.53,96.18,PRODUCT_SYSTEM
200737,Generic Men Model 738,Clothing,Men,Generic,Generic Supplier,780.12,1002.29,PRODUCT_SYSTEM
200738,Generic Women Model 739,Clothing,Women,Generic,Generic Supplier,615.7,680.11,PRODUCT_SYSTEM
200739,Adidas Monitors Model 740,Electronics,Monitors,Adidas,Adidas Supplier,914.04,1277.74,PRODUCT_SYSTEM
200740,Adidas Laptops Model 741,Electronics,Laptops,Adidas,Adidas Supplier,39.24,62.82,PRODUCT_SYSTEM
